,subject_id,image_name,image_name_2,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T15,T31,T32
147,15863556,2521127-16-0154.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,We could use a pass once in while.,,We could use a pass once in while. [deletion]Every[/deletion],,,,,,,,
148,15863558,2521127-16-0155.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,,,"I think that of a family with a few boys in the service at least one should be left at home and take care of, and be around his folks. [paragraph] If an enlisted man knows he can do better on another outfit he should be let [allowed] get a transfer.",,,,,,,,
149,15863560,2521127-16-0156.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",9,['Things are a lot worse'],5,,,I would like to be back in what I was trained for. I have lots of duties and no chance for a promotion. The officers have picks. The food could be better and cooked better. Every one could be treated more the same. Each man could placed where he fit best. ,,,,,,,,
150,15863564,2521127-16-0157.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],7,['Things are a lot worse'],5,,,"I think the army takes to many of the boys from the farm & truck gardens that are making over $2,000.00 a year and puts them in the Infantry at $50 a month accomplishing very little and cutting food production down to a shortage. And also letting the farms go to hell and ruin. Them are the boys that worked for a living they dont get a chance at the air corp or some other branch",,,,,,,,
151,15863567,2521127-16-0158.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,"There is several thing about this eating preparation. They give us mess kit that rust before we get threw eating out of them. The food is nothing, extra potatoes three times a day. The egg we have has so much milk and flour milled with them that they are not fit for a dog to eat. When we have anything in the line of close [clothes] that is worn out. They say you get 50.00 dollars go buy you some more. They have never give me anything since I have been in here",,"There is several things about this eating proposition. They give us mess kit that rust before we get there eating out of them. The food is nothing exciting]. Potatoes three times a day, the egg we have has so much milk and flour mixed with them that they are not fit for a dog to eat.  When we have anything in the line of [unclear] that is wore out. They say you get $50, go buy you some more. They have never given me anything since I have been in here:",,,,,,,,
152,15863570,2521127-16-0159.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,only when I was inducted. From then on out I have been buying socks and underwear and work pants and legons,,,,,,,,,,
153,15863574,2521127-16-0160.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,,,I coming into this outfit more than than two weeks after training had begun have not had a fair chance to compete in anything such as advancements and etc,,,,,,,,
154,15863576,2521127-16-0161.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,"In our own company the training is being given to(too) fast for the average of intelligincs (intelligence) of the men we have. Some are not consern (concern) of what there (their) part is by being in the army (paragraph) There (their) discipline is very poor (paragraph) Some men are not allowed to use their own initiative, non-coms (non commissioned officers) feel like they are after their stripes (paragraph) Non-coms (non-commissioned officers) and officers show",,"In our own Company the training is being given to fast for the average intelligence of the men we have some are not conscious of what their part is by being in the army.    There discipline is very poor. Some men are not allowed to [unclear][/unclear]their own initiative, non com feel like they are after their stripes. Noncoms and officers show",,,,,,,,
155,15863579,2521127-16-0162.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"put parciality towards some while the others are whole lots better. The classification of men (as far as physical) are not strict enough when sent in to the army. We have to many Limited Service, Discharge and Gold Bricks which ruins the oral of men who are physical fit. Officers should not screw up on problems as been seen by E.M. because the men feel like if they don't know what they are doing how in the hell should they and therefore they don't put out their best effort. To many 90 day wonders.",,,,,,,,,,
156,15863582,2521127-16-0163.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,"['Things are a little better, but not much']","All I have to pipe about, is the way they stick a person into another outfit, when he [underline]enlists[/underline] for something that he wants --- food is first fair but not what it is bragged to be -- by a [deletion]lo[/deletion] long way.","All I have to gripe about, is the way they stick a person into another outfit, when he enlisted for something that he wants - food is just fair but not what is is bragged to be - by a long way.",,"All I have to gripe about, is the way they stick a person into another outfit, when he enlists for something that he wats--food is just fair but not what it is bragged to be - by a long way.",,,,,,,,
157,15863584,2521127-16-0164.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,I think the food could be a lot better and cleaner than it is And should have more to eat.,,I think the food could be a lot better and cleaner than it is and should have more to eat.,,,,,,,,
158,15863588,2521127-16-0165.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,,[unclear][/unclear],They should never make noncoms out of men that come into the army the same time as you do because you feel that they do not know any more then you do. And that way you can't expect them to lead you. [paragraph] And they tell about how much the soldier gets to eat. What they have is good but they don't have all they need. They should find,,,,,,,,
