,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
1876,1876,laundry,food,0.9051424860954285,training,0.8874490261077881,supplies,0.877610445022583
1384,1384,frustration,aggression,0.9050514101982117,enemies,0.8523849248886108,training,0.8469721674919128
3306,3306,soldieropinion,soldier deposits,0.9050338268280029,combat stress,0.8534590601921082,war bonds,0.8468388319015503
235,235,armymedicine,army insurance,0.9047456979751587,army living,0.8718582987785339,overseas combat,0.8522425889968872
2513,2513,opinionswelcomed,opinions,0.9047030210494995,political views,0.8221298456192017,radio listening habits,0.8132610321044922
345,345,base,headquarters,0.9043267965316772,mission,0.8611018657684326,name,0.8314246535301208
2168,2168,mistakes,rotation,0.9043030738830566,rules,0.8858603835105896,orientation,0.8778822422027588
3315,3315,soldiertreatment,army living,0.9042548537254333,soldier deposits,0.8991097807884216,training,0.8672820329666138
707,707,combateffective,combat flying,0.9042438268661499,combat stress,0.897273063659668,overseas combat,0.8675780892372131
2220,2220,moving,rotation,0.904094398021698,training,0.8685663342475891,racial,0.8565325140953064
867,867,decisions,opinions,0.9040547013282776,training,0.8486525416374207,morale,0.8390926122665405
375,375,beneficial,racial,0.9038463830947876,rotation,0.8713549375534058,ups,0.8611270785331726
3305,3305,soldiermorale,morale,0.9038100838661194,soldier deposits,0.8687801957130432,job satisfaction,0.8515726923942566
2588,2588,passionate,orientation,0.9035090208053589,rotation,0.8972087502479553,ups,0.8645808696746826
2967,2967,recruitment,training,0.9035054445266724,housing,0.8808924555778503,evaluation,0.86876380443573
2250,2250,nco,ncos,0.903381884098053,soldier deposits,0.7854064702987671,officer training,0.7773805856704712
1805,1805,jobchoice,job preference,0.9033570289611816,job satisfaction,0.8527080416679382,job turnover,0.8398988842964172
2677,2677,policies,opinions,0.9032570123672485,training,0.8640547394752502,morale,0.862763524055481
3799,3799,warexpenses,war bonds,0.903191328048706,war industries,0.8813868165016174,postwar expectations,0.8550592064857483
222,222,armyfood,army living,0.9031853675842285,army talks,0.8705536723136902,war bonds,0.8674023747444153
3237,3237,sickness,aggression,0.9029374122619629,duty,0.8706968426704407,food,0.8706119656562805
1167,1167,expectations,rotation,0.9027687907218933,ups,0.8723724484443665,training,0.8416618704795837
3003,3003,relevance,orientation,0.90276038646698,rotation,0.8963335752487183,rules,0.8578906059265137
3961,3961,zodiac,rotation,0.902654767036438,racial,0.8941563963890076,ups,0.8620919585227966
810,810,correction,adjustment,0.9026104211807251,rules,0.8554773926734924,training,0.8409663438796997
918,918,determination,evaluation,0.9025323390960693,training,0.8899968862533569,rotation,0.8772344589233398
3950,3950,wwii,postwar,0.9023884534835815,rotation,0.8478516340255737,ups,0.8351107835769653
2174,2174,mixingsoldiers,fighting facts,0.9023422002792358,soldier deposits,0.8833683729171753,job turnover,0.8590547442436218
3500,3500,technicaltraining,officer training,0.9021773934364319,morale program,0.8079673051834106,training,0.7945618629455566
763,763,compliain,rotation,0.9020557999610901,ups,0.870829701423645,rules,0.8616356253623962
758,758,complain,rotation,0.9020557999610901,ups,0.870829701423645,rules,0.8616356253623962
3130,3130,sarcastic,ups,0.9020122289657593,racial,0.8752490282058716,rotation,0.8694307804107666
950,950,discharges,dischargees,0.9015186429023743,separation centers,0.7528268098831177,rec centers,0.721759557723999
2451,2451,office,headquarters,0.9014962911605835,name,0.86606365442276,rules,0.8353385925292969
2442,2442,objective,mission,0.9010378122329712,orientation,0.8615038394927979,training,0.8317744135856628
3777,3777,waac,wac,0.9009374380111694,recreation,0.7067137956619263,headquarters,0.6897770762443542
1620,1620,hometrouble,homefront,0.9008762836456299,job turnover,0.8368667364120483,soldier deposits,0.826840877532959
2546,2546,overhaul,rotation,0.9007736444473267,training,0.8920852541923523,combat,0.8649616837501526
2536,2536,outfits,clothing,0.900715708732605,orientation,0.881783664226532,training,0.8772590756416321
219,219,armyfields,army living,0.9006223678588867,army talks,0.8726626038551331,overseas combat,0.8500280976295471
3593,3593,trauma,combat,0.9005953073501587,training,0.8756977319717407,mission,0.8619925379753113
2739,2739,postwarthoughts,postwar expectations,0.9003797769546509,postwar opportunities,0.8960790634155273,postwar world,0.8309198617935181
199,199,argument,rotation,0.9003360867500305,training,0.869719386100769,rules,0.8640838265419006
754,754,competence,efficiency,0.9002761840820312,duty,0.8902484178543091,orientation,0.8802191615104675
1743,1743,instruction,training,0.9001461863517761,food,0.8640472888946533,opinions,0.8615660667419434
278,278,aspirations,attitudes,0.9000014066696167,racial,0.8936184048652649,rotation,0.89161217212677
761,761,complaints,opinions,0.8999757766723633,rules,0.8651505708694458,training,0.8608464598655701
1558,1558,harsh,aggression,0.8999422788619995,yank,0.8728560209274292,racial,0.8520156741142273
260,260,armytime,army living,0.8997460603713989,combat stress,0.8772759437561035,overseas combat,0.8563798666000366
929,929,difficulties,rules,0.8996573090553284,attitudes,0.8869404196739197,orientation,0.8866628408432007
3838,3838,water,food,0.8996079564094543,supplies,0.8483818769454956,sex,0.8244054913520813
1609,1609,homeland,rotation,0.8995306491851807,orientation,0.8879925608634949,enemies,0.879469633102417
2504,2504,operation,headquarters,0.8994756937026978,mission,0.8814738988876343,training,0.8814578652381897
255,255,armyrules,army living,0.8993508219718933,army talks,0.892661988735199,rules,0.8720993995666504
3435,3435,suggestions,opinions,0.8992143869400024,supplies,0.8914790749549866,training,0.8794453740119934
2649,2649,placement,evaluation,0.899143636226654,orientation,0.8854241371154785,rotation,0.8728625178337097
46,46,ability,rotation,0.8991084098815918,duty,0.8823046684265137,training,0.8635653853416443
3635,3635,unclear,orientation,0.8991007208824158,rotation,0.8836811184883118,rules,0.8575705885887146
740,740,commissioning,housing,0.8989980220794678,training,0.88848876953125,rotation,0.861839234828949
1321,1321,foodrations,rations,0.898966372013092,supplies,0.8822453022003174,living conditions,0.8155027627944946
2863,2863,quarters,headquarters,0.8988553881645203,rules,0.8728736639022827,racial,0.8592353463172913
2213,2213,motivation,attitudes,0.8986892700195312,rotation,0.8970389366149902,training,0.8878215551376343
2457,2457,officerhate,soldier deposits,0.8986811637878418,duty,0.8232589364051819,yank,0.8184676170349121
715,715,combattraining,officer training,0.8985591530799866,combat stress,0.8604047298431396,overseas combat,0.8500844836235046
351,351,basictraining,officer training,0.8984888792037964,training,0.8252633213996887,job evaluation,0.7988318800926208
2759,2759,prejudice,aggression,0.8984608054161072,enemies,0.8644012212753296,segregation,0.8501823544502258
119,119,airplanes,orientation,0.8984283208847046,rotation,0.8914543986320496,training,0.8677725791931152
3222,3222,shipments,supplies,0.8982670307159424,rotation,0.867981493473053,training,0.86714768409729
460,460,boredom,rotation,0.8981489539146423,racial,0.8827083706855774,ups,0.8742853999137878
3046,3046,restrictions,censorship,0.8980947136878967,opinions,0.8446699380874634,rules,0.841886579990387
3456,3456,suppression,censorship,0.8979165554046631,evaluation,0.8937707543373108,training,0.8927215337753296
1119,1119,enterprise,business,0.8978825807571411,combat,0.8752787709236145,training,0.854834794998169
2656,2656,plans,orientation,0.8978723287582397,rotation,0.883994460105896,training,0.8838328123092651
2748,2748,practice,training,0.8978658318519592,rotation,0.8677884936332703,rules,0.8645263314247131
1975,1975,loans,housing,0.8971377015113831,training,0.8569750785827637,war bonds,0.8481995463371277
3676,3676,uniforms,clothing,0.8967373967170715,headquarters,0.8647937774658203,supplies,0.8635108470916748
3411,3411,strict,rotation,0.8964940905570984,racial,0.8877752423286438,rules,0.8663016557693481
2262,2262,neglect,aggression,0.896487295627594,rotation,0.891857922077179,yank,0.8779562711715698
1173,1173,explanation,adjustment,0.896259605884552,rotation,0.890177309513092,rules,0.8890435099601746
747,747,communication,business,0.8962392210960388,combat,0.8896105289459229,training,0.8717890977859497
1234,1234,fatigue,aggression,0.8961496949195862,rotation,0.886730968952179,training,0.8827910423278809
1682,1682,incentive,efficiency,0.8961111307144165,training,0.8835378289222717,rotation,0.8752362728118896
896,896,dependence,rotation,0.8958907723426819,racial,0.8662765622138977,rules,0.8475246429443359
117,117,airplane,rotation,0.8955677151679993,racial,0.8818240761756897,ups,0.8579434156417847
744,744,commitment,duty,0.8955274820327759,efficiency,0.8837513327598572,training,0.8813597559928894
1031,1031,drinks,food,0.895298421382904,supplies,0.8711826801300049,headquarters,0.8327690362930298
3227,3227,shoes,clothing,0.8951438665390015,food,0.8621551990509033,supplies,0.8429858088493347
1729,1729,initials,racial,0.8949282169342041,rotation,0.890166163444519,ups,0.8840643167495728
2573,2573,parades,rotation,0.8948646783828735,racial,0.8701662421226501,ups,0.8654018640518188
2123,2123,militaryhusband,army living,0.8945897221565247,army talks,0.8670692443847656,soldier deposits,0.8643133640289307
3011,3011,relocating,rotation,0.8945863842964172,postwar,0.8640131950378418,racial,0.8593823313713074
2914,2914,rags,rotation,0.8945730924606323,ups,0.876431405544281,yank,0.8637955188751221
752,752,compassion,aggression,0.8945570588111877,food,0.8643918037414551,enemies,0.8431636691093445
805,805,cooks,ups,0.8945443630218506,rotation,0.8723750710487366,rules,0.8261882066726685
709,709,combatleave,combat stress,0.8945431113243103,soldier deposits,0.8600484728813171,job turnover,0.8545764684677124
271,271,arthritis,rotation,0.8942899107933044,ups,0.8690667152404785,training,0.8549966812133789
53,53,accommodations,orientation,0.8942738771438599,supplies,0.8753157258033752,recreation,0.8476691246032715
3255,3255,skill,adjustment,0.8940659165382385,aggression,0.8919526934623718,efficiency,0.8913624882698059
1678,1678,improvement,evaluation,0.8940412998199463,training,0.8508003354072571,orientation,0.8411183953285217
2463,2463,officerschool,officer training,0.894001305103302,base units,0.8188736438751221,section chief,0.8094302415847778
104,104,airborneinfantry,infantry,0.893871545791626,overseas combat,0.8009175062179565,service personnel,0.7721053957939148
3049,3049,retention,rotation,0.8938537240028381,ups,0.8760437965393066,yank,0.8477092385292053
978,978,disruption,rotation,0.893749475479126,ups,0.871971845626831,rules,0.8551124334335327
1087,1087,employees,officers,0.8937488794326782,veterans,0.8699698448181152,supplies,0.82439786195755
3016,3016,repetition,rotation,0.893692135810852,rules,0.8721665740013123,orientation,0.8635827302932739
1956,1956,limits,rotation,0.8935214281082153,rules,0.8911235928535461,training,0.8635379672050476
2726,2726,postwaremployment,postwar opportunities,0.8934279680252075,postwar world,0.8292587995529175,war bonds,0.8182351589202881
3576,3576,trainingflaws,training,0.8933863639831543,officer training,0.8526978492736816,job turnover,0.8497427105903625
1185,1185,factories,housing,0.8931189775466919,orientation,0.8612300753593445,training,0.8594543933868408
196,196,arctic,alaska,0.89306640625,headquarters,0.814609944820404,orientation,0.791170597076416
753,753,compensation,benefits,0.8930196762084961,censorship,0.8728917837142944,morale,0.8392829298973083
2517,2517,oppression,rotation,0.8929951190948486,racial,0.8852665424346924,training,0.8664665222167969
3502,3502,technological,rotation,0.8929508924484253,training,0.8689876198768616,housing,0.8654304146766663
3147,3147,schooling,training,0.8928775787353516,recreation,0.8743897676467896,rotation,0.8681004643440247
2561,2561,ownership,business ownership,0.8926993608474731,censorship,0.8236780166625977,leadership,0.8110281825065613
244,244,armypolicies,army talks,0.8926804065704346,civilian skills,0.8674898147583008,war bonds,0.8667957782745361
1681,1681,inadequate,orientation,0.892514169216156,rotation,0.8693719506263733,racial,0.8526867628097534
141,141,ambitions,attitudes,0.8924857974052429,rotation,0.8807827234268188,ups,0.8719131350517273
430,430,blackofficers,officers,0.8924323916435242,military police,0.8070417046546936,veterans,0.7962958812713623
3779,3779,wacs,wac,0.8923525214195251,recreation,0.6858052015304565,noncoms,0.675747811794281
3126,3126,sandwiches,food,0.8923184871673584,rations,0.8462965488433838,supplies,0.8173324465751648
1675,1675,impression,orientation,0.8923169374465942,rotation,0.8616177439689636,racial,0.8222705721855164
2745,2745,power,aggression,0.8921973705291748,efficiency,0.8763013482093811,training,0.8614345788955688
3347,3347,spies,enemies,0.8921934962272644,rotation,0.886427640914917,rules,0.8718979954719543
71,71,advancing,rotation,0.8920390605926514,ups,0.8773413896560669,training,0.8344807028770447
3397,3397,stocks,supplies,0.8919937014579773,rules,0.8782869577407837,rotation,0.865678071975708
410,410,biblical,rotation,0.8918525576591492,racial,0.871823251247406,induction,0.8535255789756775
3339,3339,specialized,orientation,0.8918346166610718,rotation,0.8713871240615845,training,0.8705976009368896
3733,3733,uso,usos,0.891819417476654,ncos,0.7683135271072388,returnees,0.7638279795646667
988,988,disturbed,aggression,0.8917576670646667,racial,0.8780077695846558,rotation,0.8691736459732056
2060,2060,maturity,rotation,0.8915748596191406,induction,0.8472280502319336,discharge,0.8372519016265869
3041,3041,responsibilities,opinions,0.8914929628372192,duty,0.8804427981376648,training,0.8641268014907837
