,Zooniverse tag,Expert correspondance,similarity
1241,fear,aggression,[[0.82940984]]
2640,physics,business,[[0.8293314]]
1958,list,name,[[0.82929134]]
1852,kill,yank,[[0.8292688]]
3162,selectees,localcivilians,[[0.8292624]]
926,different,adjustment,[[0.8292375]]
170,angrysoldier,livingconditions,[[0.8291501]]
3738,vacay,aficourses,[[0.8291217]]
2657,plansafterwar,treatmentofpows,[[0.8291031]]
1245,feelin22,fightinfacts,[[0.829091]]
3129,sarcasm,aggression,[[0.82903063]]
1881,lawyer,servicepersonnel,[[0.8290129]]
3099,rushedtowar,jobpreference,[[0.828842]]
893,dentist,dentalcare,[[0.82883525]]
1428,getitoverwith,yank,[[0.8287928]]
495,brokenenglish,livingconditions,[[0.82878643]]
3587,transparency,efficiency,[[0.8287685]]
3379,status,mission,[[0.8287355]]
3541,timewasted,timeoff,[[0.82873464]]
2918,rainbowdivision,chilhood,[[0.8286927]]
1659,identity,efficiency,[[0.82868224]]
2591,patient,rules,[[0.828678]]
3769,visitinghours,baseunits,[[0.8286688]]
3394,stillfighting,jobturnover,[[0.82865566]]
1071,efm,strategicbombing,[[0.8286297]]
2329,nochoice,usos,[[0.8285997]]
2557,overtake,returnees,[[0.8285993]]
311,aviation,business,[[0.8285453]]
2059,mastersdegree,jobsatisfaction,[[0.82849836]]
1643,human,doctors,[[0.8284959]]
3074,rifle,enemies,[[0.8284743]]
3482,tangent,orientation,[[0.82846236]]
1052,earnings,savings,[[0.82844406]]
374,belts,discipline,[[0.82843786]]
3200,servicerequirement,armyliving,[[0.8284373]]
3942,wrongbranch,jobpreference,[[0.8283856]]
3380,stay,yank,[[0.82836366]]
1938,lifegoals,strategicbombing,[[0.82829076]]
782,confused,aggression,[[0.82829034]]
3622,trucks,magazines,[[0.82828534]]
1628,hopeful,racial,[[0.8282311]]
890,denied,brief,[[0.8281728]]
594,changethemilitary,usintheworld,[[0.82813394]]
2857,qualifications,discipline,[[0.82811844]]
1790,jail,barracks,[[0.82807726]]
1896,learntoshoot,jobevluation,[[0.8278896]]
2697,poormanagement,jobevluation,[[0.8278893]]
459,bored,aggression,[[0.82785046]]
874,defense,recreation,[[0.8277291]]
792,constructionengineering,separationcenters,[[0.82765293]]
3925,worldpeace,strategicbombing,[[0.82762355]]
419,bill,billeting,[[0.8275654]]
1062,editorials,publications,[[0.8274957]]
395,betterlife,postwarworld,[[0.82748187]]
2667,pleased,aggression,[[0.82748115]]
1366,free,rules,[[0.8274802]]
2292,newlife,postwarworld,[[0.8274786]]
3382,stayin,fightinfacts,[[0.8274297]]
1226,fast,forwardareas,[[0.82738477]]
2696,poorlivingconditions,malary,[[0.8273351]]
2615,performance,mission,[[0.82732546]]
1859,labordisagreements,politicalviews,[[0.82730514]]
1475,goodmorale,heavybombardmentgroups,[[0.8272819]]
1197,fairtreatment,billeting,[[0.8272724]]
833,crimeafterwar,jobevluation,[[0.8272683]]
3893,wisconsinlakes,pacifictoughness,[[0.8272566]]
3194,service,headquarters,[[0.82720935]]
1086,emphasis_supplied,lengthofservice,[[0.8272002]]
2429,nottrained,basenewspapers,[[0.82709265]]
1786,issuesinthearmy,opinions,[[0.8270533]]
2425,notrouble,usintheworld,[[0.8270197]]
2530,other,opinions,[[0.8269911]]
3783,waitingaround,livingconditions,[[0.82693774]]
2960,recognition,orientation,[[0.8268705]]
414,biggerissues,livingconditions,[[0.82684803]]
2360,noneed,localcivilians,[[0.82683164]]
2361,noneedfor,localcivilians,[[0.82683164]]
2024,makechanges,jobevluation,[[0.826633]]
3508,temporary,brief,[[0.8266207]]
3696,unlawful,censorship,[[0.82657635]]
2387,northern,pacifictoughness,[[0.82651895]]
2845,pulledteeth,forwardareas,[[0.8264841]]
2150,misfits,heavybombardmentgroups,[[0.82636577]]
3004,relief,savings,[[0.82633746]]
3855,weightgain,lengthofservice,[[0.82628703]]
1288,firstimpressions,forwardareas,[[0.8262213]]
1709,industry,business,[[0.826123]]
2904,radar,orientation,[[0.82606435]]
1170,experienced,ups,[[0.82605916]]
1363,franksinatra,basenewspapers,[[0.826022]]
1725,informality,preparedness,[[0.8260212]]
2148,miserable,aggression,[[0.8260137]]
1797,jewish,brief,[[0.82599866]]
3867,whisky,mess,[[0.825909]]
3264,slave,soldierdeposits,[[0.82588625]]
1477,goodpoints,jobpreference,[[0.82582545]]
314,aws,comabtflying,[[0.8256723]]
3321,south,ups,[[0.8256377]]
392,betterjobfits,usintheworld,[[0.8255234]]
393,betterjobplacement,usintheworld,[[0.8255234]]
1290,fish,food,[[0.8254992]]
3853,weekendsfree,leisuretime,[[0.8254686]]
696,coloredtroops,blacks,[[0.8254644]]
304,augusta,headquarters,[[0.8254609]]
2286,newgear,reccenters,[[0.82542825]]
2758,preferentialtreatment,separationcenters,[[0.82534456]]
467,boys,men,[[0.8252789]]
2091,mefirst,usintheworld,[[0.82526755]]
1507,greatestgeneration,heavybombardmentgroups,[[0.82526505]]
128,allamry,malary,[[0.8251998]]
1418,geography,education,[[0.82519376]]
2087,medicine,medicaldispensaries,[[0.82518226]]
3609,trivial,rotation,[[0.8251198]]
579,ceo,officers,[[0.82509905]]
2381,normalcy,preparedness,[[0.8250846]]
1115,enlisting,conscription,[[0.8250696]]
3690,unity,morale,[[0.8250505]]
1439,gilogic,jobevluation,[[0.8250323]]
2621,personalstory,businessownership,[[0.82502246]]
522,businessman,servicepersonnel,[[0.8248906]]
2098,mentality,preparedness,[[0.82485104]]
3172,selfish,duty,[[0.8248248]]
3493,teacher,doctors,[[0.8248224]]
2791,prisoners-of-war,civilianskills,[[0.8247866]]
78,affordablecollege,efficiency,[[0.82473546]]
1677,improve,efficiency,[[0.82468355]]
3617,tropics,postwaropportunities,[[0.82467043]]
2567,pain,food,[[0.8246559]]
1191,failure,discipline,[[0.8246203]]
1205,familiar,soldierdeposits,[[0.82461464]]
1587,heroism,duty,[[0.824612]]
1001,dollars,rations,[[0.8246088]]
924,dieselwork,equipment,[[0.8246062]]
3235,sick,aggression,[[0.8245641]]
734,commercials,magazines,[[0.8245192]]
1700,indiaburma,pacifictoughness,[[0.82451594]]
855,daughters,orientation,[[0.8244833]]
964,disgruntled,dispensaries,[[0.8243691]]
332,badofficers,specialservices,[[0.8243587]]
331,badofficer,specialservices,[[0.8243587]]
1771,invest,orientation,[[0.8243166]]
2342,nogoodreason,furloughs,[[0.8242906]]
2985,regretful,prideinoutfit,[[0.8242676]]
1357,foundation,headquarters,[[0.8242603]]
1583,helpme,jobpreference,[[0.8241905]]
737,commissioned,orientation,[[0.82418466]]
2910,radiomen,officertraining,[[0.8241507]]
3661,unfair,yank,[[0.82414544]]
137,allwork,workingwithcivilians,[[0.82414114]]
2671,points,pointsystem,[[0.8241409]]
2310,newyorkharbor,basenewspapers,[[0.8241353]]
2309,newyorkcity,basenewspapers,[[0.8241353]]
1748,insurance,conscription,[[0.8240861]]
2068,medalhunter,sectioncief,[[0.824074]]
816,cotton,orientation,[[0.82401514]]
3081,role,mission,[[0.8239162]]
576,celebrity,doctors,[[0.8238756]]
1154,everybodywins,usintheworld,[[0.8238286]]
3210,settling_down,workingwithcivilians,[[0.82378626]]
3462,surveys,evaluation,[[0.82372254]]
3870,whiteofficers,redcross,[[0.82368773]]
2561,ownership,censorship,[[0.8236786]]
2597,pattersonfield,redcross,[[0.823648]]
3759,vethotel,jobevluation,[[0.82364786]]
2237,myjobisalright,furloughs,[[0.82363164]]
3168,self-inflicted-wounds,separationcenters,[[0.82352597]]
1415,generals,doctors,[[0.82352]]
1308,fly,rotation,[[0.8235188]]
3193,serve,duty,[[0.823445]]
3528,theu,baseunits,[[0.82343495]]
1656,idealman,specialservices,[[0.82341266]]
656,civilservant,personalservices,[[0.82341254]]
657,civilservice,personalservices,[[0.82341254]]
2433,nowar,usintheworld,[[0.8232742]]
1947,lifestyles,politicalviews,[[0.82327366]]
728,commandingofficer,armyliving,[[0.82318366]]
729,commandingofficers,armyliving,[[0.82318366]]
366,before,usintheworld,[[0.82315284]]
3128,sanitation,morale,[[0.8231268]]
1918,letmebeme,usintheworld,[[0.8231108]]
1949,lightwork,equipment,[[0.8231051]]
151,americanequipment,germanradio,[[0.8231031]]
3208,settleddown,workingwithcivilians,[[0.82304]]
3837,wastingtime,timeoff,[[0.82300067]]
1531,gunner,headquarters,[[0.82299286]]
2627,phone,food,[[0.8229785]]
3100,russia,japan,[[0.8229776]]
3902,womenofcomfort,leadershi,[[0.8228606]]
76,aerialgunner,infantry,[[0.82282156]]
3374,stateside,overseascombat,[[0.82272816]]
1552,hardtoread,heavybombardmentgroups,[[0.822718]]
423,biology,combat,[[0.8227117]]
3808,warmaterial,specialservices,[[0.8226539]]
631,civilian_instructor,soldierdeposits,[[0.82263154]]
444,boat,name,[[0.8226236]]
2698,poormangement,specialservices,[[0.822614]]
1273,finance,business,[[0.82259893]]
380,bestarmy,specialservices,[[0.82254696]]
3712,untouchables,usintheworld,[[0.82254636]]
1472,goodlife,patientcare,[[0.82252765]]
1162,excited,aggression,[[0.8225218]]
1239,fayetteville,basenewspapers,[[0.8224806]]
736,commission,headquarters,[[0.82238203]]
2571,paperwork,clothing,[[0.8223818]]
2244,navigation,morale,[[0.8223783]]
3605,treaty,headquarters,[[0.8223041]]
2356,non-commissionedofficers,noncoms,[[0.8223038]]
2355,non-commissioned,noncoms,[[0.8223038]]
2354,non-combative,noncoms,[[0.8223038]]
2353,non-combat,noncoms,[[0.8223038]]
3556,totalwar,lengthofservice,[[0.82223606]]
1897,leave,yank,[[0.8222331]]
3667,unfitforposition,conscription,[[0.8222242]]
497,brokensystem,livingconditions,[[0.82221884]]
3670,unhappysoldier,enemyvindictiveness,[[0.8221572]]
1961,littlehouse,redcross,[[0.8221098]]
2938,rats,food,[[0.82206845]]
3542,tired,aggression,[[0.8220502]]
2440,nyc,honolulu,[[0.8220175]]
3829,wastedtalents,livingconditions,[[0.8219989]]
2409,nothappy,furloughs,[[0.82194686]]
2832,prostitutes,civilianskills,[[0.82192785]]
2477,oklahoma,alaska,[[0.82181776]]
2385,north,orientation,[[0.8217727]]
3144,scholarship,recreation,[[0.82176715]]
1199,faith,confidenceintroops,[[0.8217346]]
41,aaf,cbiroundup,[[0.8216233]]
3356,staffsgt,officertraining,[[0.82154226]]
3461,surveyissue,sectioncief,[[0.82153213]]
2377,norespect,specialservices,[[0.8215269]]
2086,medication,food,[[0.82147425]]
3151,searchforhope,businessownership,[[0.8214636]]
1413,generalarnold,armyinsurance,[[0.82143277]]
2406,notenoughtimeathome,localcivilians,[[0.82141995]]
2405,notenoughtime,localcivilians,[[0.82141995]]
2404,notenough,localcivilians,[[0.82141995]]
3406,strenght,reassignment,[[0.8214164]]
856,daytoday,furloughs,[[0.821403]]
399,betteroptions,usintheworld,[[0.8213772]]
347,baselife,strategicbombing,[[0.821321]]
2424,notright,usintheworld,[[0.82131326]]
2806,pro,ups,[[0.82126987]]
2254,necessary,rules,[[0.82124263]]
1468,goodcivilian,usintheworld,[[0.8212397]]
1826,joelouis,furloughs,[[0.8212264]]
2584,pass,rules,[[0.8211571]]
2279,newbeginnings,basenewspapers,[[0.8210713]]
1831,jokester,attitudetowardengland,[[0.8210591]]
1988,longlines,lengthofservice,[[0.8210244]]
3583,transfers,benefits,[[0.8209523]]
2253,nebraska,alaska,[[0.8208648]]
1650,hurt,aggression,[[0.8207207]]
3390,stenographer,basenewspapers,[[0.8206699]]
2559,overworked,separationcenters,[[0.8206649]]
3220,shell,company,[[0.82062805]]
2027,makethebestofit,yank,[[0.8205645]]
3531,thingsgotworse,jobsatisfaction,[[0.8203809]]
1553,hardway,heavybombardmentgroups,[[0.8203699]]
3935,worseconditions,warindustries,[[0.8203475]]
912,deserving,soldierdeposits,[[0.820313]]
2192,morefurloughs,sex,[[0.82027996]]
3682,unions,censorship,[[0.8201802]]
1150,europe,germany,[[0.8200921]]
2017,mailcensorship,militarypolice,[[0.8200876]]
2491,oneandone,forwardareas,[[0.82008743]]
1581,helper,specialservices,[[0.82005286]]
2475,oil,chemicalwarfare,[[0.8200081]]
1082,emergency,headquarters,[[0.8198805]]
1146,establishjob,returnees,[[0.8198789]]
1828,joined,name,[[0.8198755]]
2082,medicalschool,medicaldispensaries,[[0.81985307]]
2953,realworld,postwarworld,[[0.8198223]]
2954,realworldapplication,postwarworld,[[0.8198223]]
2255,necessaryevil,postexchanges,[[0.8197843]]
1901,leavethesoldiersbe,returnees,[[0.819769]]
1371,freetime,leisuretime,[[0.8197223]]
36,75thdivision,specialservices,[[0.8196949]]
3840,waves,enemies,[[0.81967413]]
1130,equality,efficiency,[[0.8196285]]
1183,facism,reccenters,[[0.81950945]]
2281,newcareer,medicalcare,[[0.8194521]]
3364,standtogether,enemyatrocities,[[0.8193717]]
2702,poortraining,heavybombardmentgroups,[[0.81934947]]
2590,patience,aggression,[[0.81932676]]
508,buckprivates,warbonds,[[0.81928724]]
3751,veteranaffiars,veterans,[[0.8192706]]
1712,inefficiency,localcivilians,[[0.8191829]]
1713,inefficient,localcivilians,[[0.8191829]]
1711,inefficeincy,localcivilians,[[0.8191829]]
1155,everyminutecounts,jobturnover,[[0.8191372]]
1324,foolishness,preparedness,[[0.81913257]]
3726,usefuljobs,workingwithcivilians,[[0.8190316]]
3946,wrongtalent,jobpreference,[[0.8190083]]
2285,newfuture,pacifictoughness,[[0.8189081]]
2389,northvssouth,redcross,[[0.8188815]]
1832,journalism,education,[[0.81882036]]
1292,fitness,recreation,[[0.81879395]]
1927,liberty,duty,[[0.81865126]]
3662,unfairleave,jobturnover,[[0.8185294]]
2349,nojob,chilhood,[[0.81849813]]
2350,nojobs,chilhood,[[0.81849813]]
502,brothers,headquarters,[[0.8184901]]
3133,satisfiedsoldier,confidenceintroops,[[0.81845385]]
1978,location,headquarters,[[0.8183854]]
2090,medschool,krations,[[0.81836104]]
738,commissionedofficer,soldierdeposits,[[0.81833905]]
1427,gethimoutofbarracks,jobpreference,[[0.8183311]]
3118,saluting,prideinoutfit,[[0.8182651]]
812,cos,reassignment,[[0.8182449]]
125,aleutianislands,comabtflying,[[0.8181851]]
126,aleutians,comabtflying,[[0.8181851]]
124,aleutian,comabtflying,[[0.8181851]]
692,coloredandwhite,blacks,[[0.8181792]]
2783,pride,confidenceintroops,[[0.818179]]
931,diligent,prideinoutfit,[[0.8181721]]
3703,unprepared,noncoms,[[0.81802034]]
2204,moresay,usintheworld,[[0.8180133]]
993,divorce,segregation,[[0.81801194]]
3158,seewhereittakesme,usintheworld,[[0.8180076]]
3721,usa,japan,[[0.8179642]]
824,courtmarshal,hospitalfacilities,[[0.8177682]]
136,alluppercaps,orientation,[[0.81775415]]
3890,winthewar,returnees,[[0.81775296]]
1484,goodtreatment,jobpreference,[[0.8176971]]
2494,onemanshouldn,forwardareas,[[0.81760263]]
1380,frostbite,warfinformation,[[0.81754476]]
1485,govermentplan,warnews,[[0.81753147]]
1990,longwait,chilhood,[[0.8175156]]
3111,salary,benefits,[[0.8174793]]
769,concernedsoldier,soldierdeposits,[[0.8174]]
1875,latinx,postexchanges,[[0.8173764]]
2867,question68,returnees,[[0.8173708]]
564,careeruncertainty,baseunits,[[0.8172724]]
385,betterassignment,usintheworld,[[0.81726754]]
1536,handgrenade,baseunits,[[0.8171772]]
2920,raisingkids,prosecutionofthewar,[[0.81716967]]
3415,stripes,orientation,[[0.817167]]
2941,readingmail,medicalcare,[[0.8171644]]
2198,moreopportunities,usintheworld,[[0.8171477]]
2199,moreoptions,usintheworld,[[0.8171477]]
370,believe,mess,[[0.8171279]]
3279,snow,food,[[0.8170583]]
2594,patriot,veterans,[[0.8168985]]
3668,unfitsoldiers,enemyvindictiveness,[[0.8168754]]
114,airline,headquarters,[[0.8168348]]
3429,subordinates,officers,[[0.81674516]]
2989,regularjoes,localcivilians,[[0.8167248]]
799,contribution,publications,[[0.8167076]]
3959,youngvsold,leadershi,[[0.816551]]
2766,president,officers,[[0.8165489]]
2013,mad,mess,[[0.81645715]]
275,asap,comabtflying,[[0.8164553]]
2116,militarism,demobilization,[[0.8164044]]
147,americanarmy,reccenters,[[0.81637454]]
3167,selectivesevrice,transferaccountplan,[[0.8163393]]
1928,lies,food,[[0.8162848]]
2231,mustang,orientation,[[0.8162589]]
921,devotion,mission,[[0.81624347]]
1258,fight,rules,[[0.81615174]]
171,animals,children,[[0.81609625]]
689,collegeeduction,strategicbombing,[[0.8160603]]
1846,keeptrying,returnees,[[0.81601524]]
2587,passes,opinions,[[0.8158628]]
750,companionship,preparedness,[[0.81582797]]
823,court,headquarters,[[0.8157705]]
3671,unhealthful,aggression,[[0.8156915]]
3673,unhealthyclimate,aggression,[[0.8156915]]
3672,unhealthy,aggression,[[0.8156915]]
2234,mutual,aggression,[[0.8156777]]
2694,poorkid,furloughs,[[0.8156645]]
187,apo,entalhealth,[[0.81565624]]
795,continuingeducation,furtherservice,[[0.8155882]]
466,boy,yank,[[0.81549954]]
1105,enjoy,adjustment,[[0.8154399]]
3634,uncleanliness,enemyatrocities,[[0.8154192]]
583,chance,duty,[[0.8154075]]
2537,outlook,politicalviews,[[0.8153523]]
895,departments,doctors,[[0.81529975]]
3225,ships,equipment,[[0.8152978]]
2188,morebenefits,sex,[[0.8152499]]
291,athletes,doctors,[[0.8151912]]
1906,leftinthedark,forwardareas,[[0.81519014]]
2313,nextassignments,forwardareas,[[0.81512177]]
2473,official,headquarters,[[0.81505454]]
1004,done,mess,[[0.8150023]]
997,dodging,workingwithcivilians,[[0.81466985]]
1515,gripe,jobpreference,[[0.8146374]]
3931,worn,adjustment,[[0.8146298]]
2064,mechanics,combat,[[0.81458676]]
1281,finishthewar,returnees,[[0.8145688]]
865,decidingdefiantly,separationcenters,[[0.81455505]]
2846,pullingstrings,enemyatrocities,[[0.8144984]]
1342,forgottenhonor,jobpreference,[[0.81441694]]
2011,machine,company,[[0.8143441]]
1166,exhaustion,aggression,[[0.814317]]
2371,noplans,jobevluation,[[0.81420016]]
2370,noplan,jobevluation,[[0.81420016]]
2369,noplacelikehome,jobevluation,[[0.81420016]]
2380,normal,duty,[[0.8141966]]
3037,resilience,leadershi,[[0.81417406]]
549,canada,alaska,[[0.8140767]]
1344,formerjob,currentevents,[[0.81403524]]
56,accountant,servicepersonnel,[[0.8140329]]
558,care,aggression,[[0.81401587]]
2598,paused,brief,[[0.8139884]]
3090,rots,warfinformation,[[0.8139366]]
2344,nohiking,furloughs,[[0.8138835]]
2495,oneteam,usintheworld,[[0.81387556]]
1694,indecisive,reccenters,[[0.8138595]]
1693,indecision,reccenters,[[0.8138595]]
847,dailylife,newsmaps,[[0.8138299]]
396,bettermen,leadershi,[[0.8138028]]
1603,holocaust,warweek,[[0.8137348]]
3135,savelifes,medicalcare,[[0.8137151]]
3134,saveit,opinionoftomorrow,[[0.81359833]]
1050,dysentery,krations,[[0.8135544]]
2974,redtape,inducationm,[[0.81355]]
195,architecture,business,[[0.81337374]]
1998,lovedones,livingconditions,[[0.81336236]]
2229,musician,doctors,[[0.813328]]
14,2childrenplus,orientation,[[0.81328845]]
3641,underappreciated,limitedassignments,[[0.81328714]]
3642,underappreciatedsacrifice,limitedassignments,[[0.81328714]]
1024,dreams,food,[[0.8132719]]
3850,weekend,leisuretime,[[0.81324834]]
490,broadcast,localcivilians,[[0.81323755]]
1169,experience,leadershi,[[0.8132058]]
498,brooklyn,honolulu,[[0.81317127]]
2626,philosophy,business,[[0.8131614]]
1123,entitled,sectioncief,[[0.8131319]]
2501,opa,prideinoutfit,[[0.8131255]]
1283,fire,headquarters,[[0.8130366]]
485,bringthemhome,returnees,[[0.8130108]]
1120,entertainer,servicepersonnel,[[0.81299204]]
2769,prettygirls,sexcontact,[[0.8129137]]
2273,nervous-breakdowns,soldierdeposits,[[0.8129107]]
790,considerusplease,prideinoutfit,[[0.81290984]]
2804,privileges-for-officers,benefits,[[0.8129081]]
1429,getout,jobturnover,[[0.81273735]]
1430,getreadyforkorea,livetalen,[[0.81273377]]
1534,gym,recreation,[[0.81270206]]
3114,salesmanship,preparedness,[[0.81267303]]
1099,engineering,business,[[0.81258655]]
2886,raceissues,discipline,[[0.81244385]]
3762,victory,headquarters,[[0.81229764]]
3665,unfazed,noncoms,[[0.8121925]]
3079,rivalry,enemies,[[0.81213236]]
2175,modern,germanradio,[[0.81211]]
609,childless,orientation,[[0.81204975]]
1372,french,japanese,[[0.8120099]]
1441,girl,ups,[[0.81199616]]
3457,surgeon,conscription,[[0.8118707]]
2291,newjob,basenewspapers,[[0.81179243]]
3806,warisnteasy,malary,[[0.8117806]]
1837,justdoyourjob,soldierdeposits,[[0.8117645]]
1431,getthemoutofhere,usintheworld,[[0.811446]]
397,betterment,livingconditions,[[0.81141675]]
2449,offduty,strategicbombing,[[0.8113991]]
1203,falsifications,reassignment,[[0.8113092]]
289,athlete,men,[[0.8113048]]
2236,mygirl,homefront,[[0.81127954]]
962,disenfranchised,reassignment,[[0.8112401]]
3263,slanteyeddevil,strategicbombing,[[0.8111694]]
72,advantage,rules,[[0.8111119]]
3475,takelifeeasy,livetalen,[[0.81105995]]
3565,trade,business,[[0.8110418]]
2054,marriedmen,maritalstatus,[[0.8109167]]
3088,rotations,separationcenters,[[0.81090987]]
3598,traveltime,leisuretime,[[0.8108988]]
1836,jumpingthroughhoops,enemyatrocities,[[0.8108518]]
2100,merchandising,prideinoutfit,[[0.81084085]]
2897,racil,furloughs,[[0.8108053]]
581,chairborne,jobpreference,[[0.81077737]]
1997,lovedone,usintheworld,[[0.81073034]]
2426,notstayinginmilitary,usintheworld,[[0.8107102]]
1003,don,mess,[[0.8106704]]
1920,letsgetthisbread,ups,[[0.8106587]]
440,bloodtest,separationcenters,[[0.8106109]]
878,degree,courses,[[0.810604]]
3238,sickofwar,warindustries,[[0.81058276]]
909,deserters,pows,[[0.8103132]]
2202,moreraceissues,usintheworld,[[0.81030816]]
2663,platoon,orientation,[[0.81029344]]
168,angry,aggression,[[0.8102037]]
1060,economy,education,[[0.8101857]]
3533,thoughts,name,[[0.8101491]]
3039,respect,duty,[[0.81014454]]
3921,workload,jobturnover,[[0.8100718]]
2245,navigator,morale,[[0.80997074]]
1289,firstinfirstout,branchofservice,[[0.80996096]]
3086,roosevelt,postwar,[[0.8098874]]
1156,everyonefights,usintheworld,[[0.80986935]]
3507,tellushowyoureallyfeel,yank,[[0.80977917]]
1335,foreignservices,foreignpolicy,[[0.8097722]]
2508,opinionatedsoldier,opinionofallies,[[0.80977094]]
2929,ranksystem,opinions,[[0.8097281]]
2415,notmarried,usintheworld,[[0.8096591]]
2752,precioustime,homefront,[[0.80963606]]
1870,late,brief,[[0.80961764]]
659,civllianlife,reccenters,[[0.809597]]
3550,toolmaker,servicepersonnel,[[0.80956626]]
3651,unemployment,censorship,[[0.80947864]]
3681,union,sectioncief,[[0.8094637]]
2632,physical,physicalfitness,[[0.8094201]]
684,cohabitation,prideinoutfit,[[0.80938447]]
2876,quicker,brief,[[0.80932593]]
3249,singlemen,officers,[[0.80927366]]
1747,insubordination,reccenters,[[0.80920976]]
1893,learn,rotation,[[0.80914164]]
1600,history,education,[[0.80913305]]
131,allforone,usintheworld,[[0.8090582]]
3811,warorpeace,warfinformation,[[0.8090373]]
2294,newmen,specialservices,[[0.8089991]]
488,britain,germany,[[0.8089698]]
3253,sixmonths,redcross,[[0.80888987]]
972,dispatchers,officers,[[0.8088879]]
348,bases,headquarters,[[0.8088638]]
2203,moreradios,sex,[[0.8088596]]
2580,partiality,separationcenters,[[0.8087471]]
1193,fair,aggression,[[0.8087365]]
970,disorganizedunits,redeployment,[[0.80872744]]
969,disorganized,redeployment,[[0.80872744]]
327,badforeating,heavybombardmentgroups,[[0.8085958]]
123,alerts,preparedness,[[0.8085219]]
1728,infrastructure,education,[[0.80849695]]
2259,needmoredays,jobpreference,[[0.80849385]]
2143,minority,minorities,[[0.8084128]]
2945,readyforhome,forwardareas,[[0.80836856]]
3563,town,headquarters,[[0.80826986]]
2298,newopportunities,furtherservice,[[0.8082006]]
2856,qualification,promotion,[[0.8081488]]
3161,selectee,specialservices,[[0.80810827]]
1446,giveitacrack,prideinoutfit,[[0.80810666]]
1654,iamback,furloughs,[[0.808049]]
2346,noidea,usintheworld,[[0.80804217]]
967,dislike,enemies,[[0.8080098]]
1838,justice,opinions,[[0.80786884]]
3586,translation,publications,[[0.80785]]
1016,draftboard,specialservices,[[0.80781174]]
368,belgium,italy,[[0.80779755]]
3267,sleep,food,[[0.80779684]]
1510,greek,japanese,[[0.8077826]]
1557,harrasment,furloughs,[[0.807717]]
1220,farmer,orientation,[[0.80765617]]
506,bucking,workingwithcivilians,[[0.8075518]]
403,betterprivileges,jobpreference,[[0.8074812]]
1411,gay,blacks,[[0.8072063]]
2217,movethecamps,forwardareas,[[0.80718654]]
2701,poorsystem,jobpreference,[[0.8071742]]
2165,missme,returnees,[[0.8071651]]
3015,repayment,savings,[[0.80710566]]
3078,risk,mission,[[0.8070539]]
2169,mistreated,warindustries,[[0.8068985]]
1243,federalaid,armytalks,[[0.80684733]]
533,cadres,infantry,[[0.80671656]]
2009,macarthur,headquarters,[[0.8066764]]
2189,morebreaks,sex,[[0.80666375]]
411,bidingtime,separationcenters,[[0.806596]]
2328,nochange,jobpreference,[[0.8064394]]
2599,pay,duty,[[0.8063989]]
3522,thedurationperiod,vindictiveness,[[0.8063748]]
102,airborn,homefront,[[0.8063426]]
2700,poorphotography,furloughs,[[0.8061836]]
308,automotive,business,[[0.80617726]]
538,cameras,equipment,[[0.8060715]]
2274,nervous,soldierdeposits,[[0.80593663]]
1692,increase,efficiency,[[0.8057045]]
1177,extra,rules,[[0.80560607]]
1092,endthewar,returnees,[[0.80543596]]
3288,socialwork,morale,[[0.80540925]]
2201,morepay,usintheworld,[[0.80539036]]
1580,help,yank,[[0.8053882]]
787,conservation,censorship,[[0.80534756]]
556,carbines,infantry,[[0.8053149]]
3155,sector,orientation,[[0.8052733]]
1131,equallity,efficiency,[[0.80521417]]
439,bloodshed,warindustries,[[0.8052085]]
2894,racialdescrimination,racial,[[0.80514807]]
2600,paycheck,savings,[[0.80514073]]
1858,labor,morale,[[0.80513906]]
1140,erased_text,enemyatrocities,[[0.80501807]]
3335,spanish,japanese,[[0.8048829]]
2288,newguinea,reccenters,[[0.80479425]]
2362,nonewofficers,usintheworld,[[0.80478793]]
424,birth,name,[[0.80475533]]
1984,longer,brief,[[0.80473953]]
3892,wisconsin,alaska,[[0.8046656]]
870,dedication,publications,[[0.8044969]]
694,coloredoutfit,enemyatrocities,[[0.8044475]]
1755,interesting,brief,[[0.8043928]]
3278,snipers,infantry,[[0.8041708]]
3889,winter,alaska,[[0.80415267]]
3190,sergeants,officers,[[0.8040818]]
341,barber,recreation,[[0.8040546]]
3933,worry,aggression,[[0.8040321]]
1244,fedup,mediainfluence,[[0.80401516]]
3000,relax,adjustment,[[0.8039757]]
2137,mind,name,[[0.803539]]
2193,morehelp,usintheworld,[[0.8035066]]
39,93months,prideinoutfit,[[0.80335057]]
355,battery,savings,[[0.8032965]]
2611,penalty,rules,[[0.8028919]]
1338,forestry,recreation,[[0.8028319]]
3562,tours,magazines,[[0.8027723]]
2020,maintain,training,[[0.80276996]]
838,crying,aggression,[[0.80272424]]
2543,overcrowding,jobturnover,[[0.80256796]]
3624,trust,confidenceintroops,[[0.8025496]]
1473,goodman,orientation,[[0.8025041]]
1222,farming,censorship,[[0.80247205]]
2668,poem,brief,[[0.80241644]]
2340,nogibill,furloughs,[[0.8023917]]
2205,moretime,sex,[[0.8023868]]
2206,moretimeneeded,sex,[[0.8023868]]
3274,smart,efficiency,[[0.8023654]]
1701,indian,japanese,[[0.8022822]]
1280,finishcollege,returnees,[[0.8022541]]
3205,setback,timeoff,[[0.80222857]]
